-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
23.255854 0.504402 7.000000
42.428768 23.888605 7.000000
20.303129 20.467828 7.000000
-22.122070 -7.365434 7.000000
17.412039 -12.668028 7.000000
-23.485654 36.761129 6.000000
38.557153 5.027333 6.000000
-38.349544 30.090253 6.000000
20.924243 -22.623712 6.000000
5.787035 -31.033834 6.000000
-35.697866 -0.803746 5.000000
30.916059 0.122624 5.000000
-11.210929 -36.228336 5.000000
-39.604294 -27.413500 5.000000
-22.600932 11.305435 5.000000
