30 9
    -46.0000     -46.0000       0.0000     -46.0000     -46.0000       0.0000     -44.3335     -46.0067       0.0000
    -41.0020     -45.9605       0.0000     -42.6671     -46.0134       0.0000     -39.3370     -45.9075       0.0000
    -36.0144     -45.6374       0.0000     -37.6734     -45.7950       0.0000     -34.3554     -45.4799       0.0000
    -31.0540     -45.0254       0.0000     -32.7010     -45.2774       0.0000     -29.4070     -44.7734       0.0000
    -26.1382     -44.1224       0.0000     -27.7674     -44.4720       0.0000     -24.5090     -43.7729       0.0000
    -21.2845     -42.9301       0.0000     -22.8902     -43.3752       0.0000     -19.6788     -42.4849       0.0000
    -16.5096     -41.4534       0.0000     -18.0863     -41.9922       0.0000     -14.9328     -40.9147       0.0000
    -11.8288     -39.7009       0.0000     -13.3718     -40.3299       0.0000     -10.2859     -39.0719       0.0000
     -7.2560     -37.6835       0.0000      -8.7609     -38.3986       0.0000      -5.7510     -36.9683       0.0000
     -2.8025     -35.4146       0.0000      -4.2660     -36.2112       0.0000      -1.3390     -34.6179       0.0000
      1.5222     -32.9088       0.0000       0.1029     -33.7818       0.0000       2.9414     -32.0358       0.0000
      5.7109     -30.1818       0.0000       4.3380     -31.1259       0.0000       7.0839     -29.2376       0.0000
      9.7585     -27.2492       0.0000       8.4332     -28.2592       0.0000      11.0837     -26.2392       0.0000
     13.6613     -24.1266       0.0000      12.3848     -25.1975       0.0000      14.9379     -23.0557       0.0000
     17.4175     -20.8290       0.0000      16.1900     -21.9557       0.0000      18.6451     -19.7022       0.0000
     21.0262     -17.3704       0.0000      19.8482     -18.5487       0.0000      22.2042     -16.1921       0.0000
     24.4877     -13.7646       0.0000      23.3572     -14.9889       0.0000      25.6182     -12.5402       0.0000
     27.8043     -10.0250       0.0000      26.7262     -11.2946       0.0000      28.8824      -8.7553       0.0000
     30.9852      -6.1691       0.0000      29.9305      -7.4616       0.0000      32.0399      -4.8767       0.0000
     34.0514      -2.2216       0.0000      33.1011      -3.5856       0.0000      35.0016      -0.8575       0.0000
     36.5160       2.0975       0.0000      35.8409       0.5794       0.0000      37.1911       3.6155       0.0000
     38.1718       6.8139       0.0000      37.7022       5.2147       0.0000      38.6414       8.4132       0.0000
     39.3945      11.6408       0.0000      39.0695      10.0126       0.0000      39.7195      13.2691       0.0000
     40.2106      16.5724       0.0000      39.9413      14.9263       0.0000      40.4800      18.2184       0.0000
     41.1101      21.4895       0.0000      40.7968      19.8533       0.0000      41.4234      23.1257       0.0000
     42.0497      26.3992       0.0000      41.7332      24.7632       0.0000      42.3661      28.0352       0.0000
     43.0144      31.3040       0.0000      42.6892      29.6698       0.0000      43.3397      32.9381       0.0000
     43.9970      36.2052       0.0000      43.6672      34.5719       0.0000      44.3268      37.8385       0.0000
     44.9931      41.1037       0.0000      44.6589      39.4713       0.0000      45.3273      42.7361       0.0000
     46.0000      46.0000       0.0000      45.6637      44.3680       0.0000      46.0000      46.0000       0.0000
