-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
27.328178 -36.548456 7.000000
-6.259741 35.495209 7.000000
-13.236037 36.210582 7.000000
31.688217 -23.661057 7.000000
7.350482 1.267857 7.000000
-24.530751 14.047805 6.000000
-1.838884 -40.924540 6.000000
-33.941933 13.379262 6.000000
16.136500 -20.224218 6.000000
1.331579 -30.006431 6.000000
30.534258 -9.829849 5.000000
-23.401434 30.597740 5.000000
-2.046676 4.924922 5.000000
40.378920 -28.471813 5.000000
22.834005 -18.862350 5.000000
