-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-5.222640 -36.388083 7.000000
-29.369600 25.581593 7.000000
33.634690 35.983361 7.000000
-6.552090 4.938917 7.000000
38.495452 15.138845 7.000000
15.448724 -7.327999 6.000000
-16.890619 -38.618170 6.000000
10.548595 26.479364 6.000000
17.158822 22.058644 6.000000
-25.911138 -11.973539 6.000000
-40.212390 36.485018 5.000000
-13.966127 37.104300 5.000000
29.325768 -32.042056 5.000000
0.190554 -28.307192 5.000000
-17.422303 -12.036011 5.000000
