-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-36.530756 -25.297590 7.000000
42.149431 1.960937 7.000000
-12.336639 -19.487198 7.000000
40.752557 31.927527 7.000000
19.871634 -7.256803 7.000000
-27.690124 -18.526160 6.000000
5.590753 41.420665 6.000000
-12.901375 27.388610 6.000000
-22.811599 -14.296723 6.000000
28.384847 -28.469557 6.000000
26.630712 -14.230877 5.000000
-1.356545 40.615869 5.000000
41.245853 -22.831494 5.000000
-17.412087 13.729495 5.000000
-21.988528 27.854927 5.000000
