# time,x,y,z,vx,vy,vz,ax,ay,az,errx,erry,errz
7.2300000,-36.5981000,-41.5428000,0.8046690,0.7901660,0.4407680,-0.0069446,1.8938700,-2.4373500,-1.3750700,-0.0027222,0.0048227,-0.8046690
7.2420000,-36.5886000,-41.5375000,0.8046230,0.7926780,0.4500050,0.0004687,-0.7628840,1.3048600,1.1315600,-0.0027364,0.0048471,-0.8046230
7.2510000,-36.5814000,-41.5335000,0.8046070,0.7991710,0.4463040,-0.0019120,-0.1798200,0.6125880,0.0022735,-0.0027599,0.0048880,-0.8046070
7.2600000,-36.5742000,-41.5295000,0.8046090,0.8014530,0.4514760,0.0005783,1.0617500,-0.4238730,0.3181600,-0.0027693,0.0049041,-0.8046090
7.2720000,-36.5646000,-41.5239000,0.8046270,0.8044170,0.4650700,0.0035851,0.6508440,0.8381280,0.4505680,-0.0027400,0.0048514,-0.8046270
7.2810000,-36.5574000,-41.5197000,0.8046970,0.8021090,0.4793480,0.0075321,0.1204960,-1.4119300,-1.9620900,-0.0026523,0.0046955,-0.8046970
7.2900000,-36.5501000,-41.5153000,0.8047020,0.8051210,0.4836690,-0.0004625,0.8997100,0.4094230,0.7198530,-0.0025374,0.0044915,-0.8047020
7.3020000,-36.5405000,-41.5094000,0.8046550,0.8094980,0.4919810,-0.0061807,0.0012592,0.1519790,-2.3905800,-0.0023616,0.0041796,-0.8046550
7.3110000,-36.5331000,-41.5050000,0.8046570,0.8137090,0.4901260,0.0002856,-0.1052240,-1.8551800,-0.8562570,-0.0022248,0.0039370,-0.8046570
7.3200000,-36.5258000,-41.5005000,0.8046290,0.8187440,0.4927840,-0.0033446,0.8691790,-0.0898052,-0.0446246,-0.0021011,0.0037176,-0.8046290
7.3320000,-36.5158000,-41.4947000,0.8046100,0.8336890,0.4859400,-0.0040535,1.0749500,-0.4219720,-0.7350210,-0.0020013,0.0035404,-0.8046100
7.3410000,-36.5083000,-41.4903000,0.8045510,0.8436050,0.4873700,-0.0108097,0.7837880,-0.2038150,-1.8766000,-0.0019517,0.0034522,-0.8045510
7.3500000,-36.5007000,-41.4858000,0.8044820,0.8452760,0.4938070,-0.0063387,0.7527000,-0.5039530,-0.4514670,-0.0018920,0.0033461,-0.8044820
7.3620000,-36.4905000,-41.4799000,0.8045720,0.8523620,0.5042150,0.0052102,-0.4651850,2.6795700,-0.4085770,-0.0018194,0.0032171,-0.8045720
7.3710000,-36.4827000,-41.4753000,0.8046130,0.8591220,0.5046960,0.0055488,1.8378000,-0.4788130,0.4399460,-0.0017411,0.0030782,-0.8046130
7.3800000,-36.4750000,-41.4708000,0.8046370,0.8617410,0.5109640,0.0025842,-0.3815170,0.6279670,0.0281584,-0.0016599,0.0029342,-0.8046370
7.3920000,-36.4646000,-41.4646000,0.8045960,0.8655870,0.5130870,-0.0083132,0.8610340,1.0582400,-1.1747200,-0.0015514,0.0027419,-0.8045960
7.4010000,-36.4567000,-41.4600000,0.8045060,0.8796160,0.5166560,-0.0074329,1.8102700,1.3708100,1.7485500,-0.0014774,0.0026107,-0.8045060
7.4100000,-36.4488000,-41.4554000,0.8044010,0.8849140,0.5205870,-0.0108877,0.4912280,0.6304240,0.6574650,-0.0014033,0.0024794,-0.8044010
7.4220000,-36.4381000,-41.4491000,0.8043330,0.8932650,0.5247150,-0.0024326,-0.8082840,1.8253100,1.3168700,-0.0013143,0.0023218,-0.8043330
7.4310000,-36.4300000,-41.4443000,0.8043170,0.8945460,0.5287330,-0.0004805,0.1063370,1.0588100,0.6500820,-0.0012386,0.0021876,-0.8043170
7.4400000,-36.4219000,-41.4396000,0.8043520,0.9047210,0.5307550,0.0054073,1.7275700,-0.3162530,0.3148730,-0.0011553,0.0020403,-0.8043520
7.4520000,-36.4110000,-41.4331000,0.8043320,0.9156090,0.5420040,-0.0074614,2.0201000,0.6193040,-0.7462370,-0.0010521,0.0018575,-0.8043320
7.4610000,-36.4027000,-41.4283000,0.8041770,0.9232500,0.5463640,-0.0169412,0.3432760,3.1126000,-0.2900330,-0.0009873,0.0017430,-0.8041770
7.4700000,-36.3944000,-41.4233000,0.8040100,0.9218730,0.5669760,-0.0159192,-2.9660600,6.5656500,1.4450000,-0.0008781,0.0015499,-0.8040100
7.4820000,-36.3832000,-41.4165000,0.8039390,0.9276760,0.5750610,0.0044678,-0.7908800,2.7769200,2.8372800,-0.0006657,0.0011749,-0.8039390
7.4910000,-36.3748000,-41.4113000,0.8040320,0.9341810,0.5812370,0.0131860,0.3368530,1.4875200,0.6492970,-0.0004804,0.0008476,-0.8040320
7.5000000,-36.3664000,-41.4060000,0.8041940,0.9374530,0.5893150,0.0215663,0.5215530,-0.1448040,0.6430890,-0.0002617,0.0004617,-0.8041940
7.5120000,-36.3551000,-41.3989000,0.8042880,0.9454850,0.5943370,0.0016810,1.2877100,0.3913630,-1.5168500,0.0000522,-0.0000920,-0.8042880
7.5210000,-36.3466000,-41.3935000,0.8041850,0.9545010,0.5988240,-0.0158984,0.9421100,0.0541183,-1.1474100,0.0002789,-0.0004917,-0.8041850
7.5300000,-36.3378000,-41.3881000,0.8040350,0.9721060,0.5980430,-0.0227386,0.8397740,0.9986630,-1.7695700,0.0004657,-0.0008212,-0.8040350
7.5420000,-36.3260000,-41.3809000,0.8038600,0.9913230,0.6060670,-0.0052730,2.2607300,-0.5249360,3.0373000,0.0007144,-0.0012592,-0.8038600
7.5510000,-36.3171000,-41.3753000,0.8037920,0.9975860,0.6222280,-0.0057871,0.0779234,3.0437900,0.9768240,0.0009050,-0.0015949,-0.8037920
7.5600000,-36.3080000,-41.3697000,0.8037760,1.0031400,0.6253590,-0.0027834,-0.0163293,0.7416340,-1.5951500,0.0011118,-0.0019591,-0.8037760
7.5720000,-36.2959000,-41.3622000,0.8037980,1.0209000,0.6292610,0.0043929,1.6603800,0.5286210,0.6827530,0.0013907,-0.0024499,-0.8037980
7.5810000,-36.2866000,-41.3565000,0.8038390,1.0356500,0.6347030,0.0011068,1.5080400,0.0655967,-1.9723100,0.0015802,-0.0027833,-0.8038390
7.5900000,-36.2772000,-41.3507000,0.8038350,1.0473500,0.6386940,-0.0005555,1.7793200,-0.7691660,0.0709984,0.0017605,-0.0031003,-0.8038350
7.6020000,-36.2645000,-41.3430000,0.8037530,1.0645200,0.6510460,-0.0093728,0.9843810,1.4843600,0.2644080,0.0019857,-0.0034960,-0.8037530
7.6110000,-36.2548000,-41.3371000,0.8037150,1.0807100,0.6549770,-0.0038264,0.9763820,1.5136700,0.6242390,0.0021514,-0.0037870,-0.8037150
7.6200000,-36.2451000,-41.3311000,0.8037350,1.0910800,0.6654980,0.0034506,2.5107700,-0.8440700,-0.0600188,0.0023374,-0.0041138,-0.8037350
7.6320000,-36.2318000,-41.3229000,0.8037780,1.1046900,0.6811590,0.0019584,1.5147700,-0.8073440,-0.7921700,0.0026136,-0.0045987,-0.8037780
7.6410000,-36.2219000,-41.3167000,0.8037390,1.1126800,0.6988680,-0.0105021,1.7058800,0.6223370,-3.2774800,0.0028624,-0.0050353,-0.8037390
7.6500000,-36.2117000,-41.3104000,0.8036160,1.1330500,0.7088320,-0.0162782,1.4795300,2.0227100,-1.5285300,0.0031076,-0.0054656,-0.8036160
7.6620000,-36.1980000,-41.3018000,0.8034710,1.1530900,0.7120770,-0.0112482,0.7776580,1.7390600,-1.6556200,0.0034077,-0.0059919,-0.8034710
7.6710000,-36.1875000,-41.2954000,0.8033890,1.1764300,0.7103460,-0.0097851,2.5397300,-0.7743390,-1.4027300,0.0035899,-0.0063109,-0.8033890
7.6800000,-36.1768000,-41.2890000,0.8033070,1.1949700,0.7138000,-0.0077991,1.9145300,-0.0984286,0.3607910,0.0037362,-0.0065666,-0.8033070
7.6920000,-36.1622000,-41.2804000,0.8032030,1.2202700,0.7243970,-0.0161397,0.7660280,1.0084900,-1.9071100,0.0038789,-0.0068155,-0.8032030
7.7010000,-36.1510000,-41.2739000,0.8031280,1.2436500,0.7272580,-0.0070873,0.4793110,0.5498340,0.4247790,0.0039617,-0.0069594,-0.8031280
7.7100000,-36.1398000,-41.2672000,0.8030670,1.2566000,0.7474360,-0.0037241,1.5001900,0.2352000,1.3752600,0.0040766,-0.0071597,-0.8030670
7.7220000,-36.1245000,-41.2581000,0.8031150,1.2798000,0.7707940,0.0103445,3.1140800,4.6800200,3.4132300,0.0042658,-0.0074897,-0.8031150
7.7310000,-36.1129000,-41.2510000,0.8031460,1.2870700,0.7807730,-0.0021167,0.4596430,-0.2792400,-1.8331000,0.0044461,-0.0078045,-0.8031460
7.7400000,-36.1012000,-41.2439000,0.8031370,1.3093400,0.7904880,-0.0041996,1.9745900,-0.6071690,-0.9145570,0.0046340,-0.0081323,-0.8031370
7.7520000,-36.0853000,-41.2344000,0.8031050,1.3427300,0.7987700,-0.0008111,3.0215400,0.3885510,-0.5685300,0.0048294,-0.0084726,-0.8031050
7.7610000,-36.0730000,-41.2271000,0.8030310,1.3677800,0.8080580,-0.0097353,1.9814600,1.4278900,-0.1023960,0.0049423,-0.0086685,-0.8030310
7.7700000,-36.0606000,-41.2198000,0.8029430,1.3939700,0.8165040,-0.0101662,3.5813300,0.7449870,-0.2607310,0.0050425,-0.0088420,-0.8029430
7.7820000,-36.0437000,-41.2098000,0.8028510,1.4120700,0.8372880,-0.0071931,0.5369240,-0.3933020,-0.5860270,0.0051901,-0.0090978,-0.8028510
7.7910000,-36.0309000,-41.2023000,0.8027730,1.4257800,0.8420340,-0.0106611,0.3569380,1.2840500,0.0210148,0.0052889,-0.0092684,-0.8027730
7.8000000,-36.0179000,-41.1943000,0.8028890,1.4444800,0.8818280,0.0088093,1.0959300,-0.0283982,-3.2851200,0.0055210,-0.0096725,-0.8028890
7.8120000,-36.0004000,-41.1839000,0.8028200,1.4630500,0.8730920,-0.0199708,2.1399800,0.4299280,-4.7538800,0.0057544,-0.0100779,-0.8028200
7.8210000,-35.9871000,-41.1759000,0.8026980,1.5032300,0.9051610,-0.0056085,8.2979100,8.9311500,4.4444200,0.0059028,-0.0103348,-0.8026980
7.8300000,-35.9734000,-41.1677000,0.8026140,1.5379300,0.9066180,-0.0110641,5.1221500,0.7247220,-1.2291500,0.0060440,-0.0105792,-0.8026140
7.8420000,-35.9548000,-41.1567000,0.8023940,1.5586000,0.9240180,-0.0226466,1.2682300,0.7022650,0.4932740,0.0062011,-0.0108500,-0.8023940
7.8510000,-35.9405000,-41.1483000,0.8022800,1.5970300,0.9511610,-0.0087752,4.0372300,3.4006200,0.7293290,0.0063424,-0.0110938,-0.8022800
7.8600000,-35.9261000,-41.1397000,0.8021900,1.6020100,0.9597630,-0.0114382,0.2460490,0.8372930,-0.6910780,0.0065056,-0.0113759,-0.8021900
7.8720000,-35.9067000,-41.1280000,0.8022360,1.6313400,0.9713980,0.0101303,1.9712100,1.2235500,1.3069600,0.0067140,-0.0117357,-0.8022360
7.8810000,-35.8917000,-41.1192000,0.8023380,1.6719800,0.9840410,0.0099087,2.0691100,0.7037380,-1.0082100,0.0068332,-0.0119401,-0.8023380
7.8900000,-35.8764000,-41.1104000,0.8023590,1.7073300,0.9743340,-0.0025171,3.9749700,-0.1632770,-2.1840600,0.0068634,-0.0119890,-0.8023590
7.9020000,-35.8556000,-41.0987000,0.8020890,1.7363900,0.9796100,-0.0332268,-0.1459630,1.9187000,-3.5020100,0.0067953,-0.0118651,-0.8020890
7.9110000,-35.8398000,-41.0898000,0.8017230,1.7658200,0.9933530,-0.0379358,3.1504500,0.8466750,1.9835700,0.0067335,-0.0117530,-0.8017230
7.9200000,-35.8238000,-41.0806000,0.8015800,1.7846600,1.0164900,-0.0145611,0.4450690,1.2487700,-0.0929959,0.0067052,-0.0116996,-0.8015800
7.9320000,-35.8022000,-41.0681000,0.8017100,1.8116200,1.0515300,0.0195628,0.0352166,3.2168500,0.7669110,0.0067614,-0.0117926,-0.8017100
7.9410000,-35.7857000,-41.0586000,0.8018550,1.8368800,1.0570400,0.0147893,4.4867400,-0.9589550,-0.2437280,0.0068173,-0.0118856,-0.8018550
7.9500000,-35.7691000,-41.0490000,0.8019230,1.8658500,1.0624800,0.0035855,4.8652400,-0.3148020,-0.8979880,0.0068207,-0.0118874,-0.8019230
7.9620000,-35.7464000,-41.0362000,0.8018570,1.9113400,1.0743500,-0.0083797,7.4282400,3.8500200,-0.2169000,0.0067238,-0.0117132,-0.8018570
7.9710000,-35.7292000,-41.0266000,0.8017420,1.9234000,1.0815500,-0.0136594,2.8125900,3.2717200,-0.4467490,0.0066251,-0.0115366,-0.8017420
7.9800000,-35.7117000,-41.0167000,0.8016250,1.9477800,1.0992200,-0.0114087,1.6332900,-0.1728540,0.6118800,0.0065553,-0.0114107,-0.8016250
7.9920000,-35.6881000,-41.0033000,0.8015920,1.9674400,1.1193400,-0.0016605,0.1466910,1.1742400,0.0189042,0.0064993,-0.0113080,-0.8015920
8.0010000,-35.6703000,-40.9931000,0.8016530,1.9925400,1.1359000,0.0104719,1.9485400,-0.1511130,0.7422250,0.0064765,-0.0112634,-0.8016530
8.0100000,-35.6522000,-40.9827000,0.8017170,2.0096900,1.1506300,0.0084674,0.8713090,-1.6548900,0.8858500,0.0064592,-0.0112290,-0.8017170
8.0220000,-35.6279000,-40.9689000,0.8018120,2.0540300,1.1666000,0.0134389,7.5320400,3.3248900,2.9026800,0.0063923,-0.0111072,-0.8018120
8.0310000,-35.6093000,-40.9584000,0.8018200,2.0648100,1.1697700,-0.0025284,2.3886400,0.5564340,-1.4352800,0.0063259,-0.0109868,-0.8018200
8.0400000,-35.5906000,-40.9477000,0.8016920,2.0898200,1.1901700,-0.0179393,3.4845000,1.1000900,-1.1147700,0.0062720,-0.0108887,-0.8016920
8.0520000,-35.5653000,-40.9333000,0.8014640,2.1187500,1.2084100,-0.0148820,0.8977480,2.7922200,1.6632500,0.0061920,-0.0107445,-0.8014640
8.0610000,-35.5461000,-40.9224000,0.8013810,2.1379100,1.2202700,-0.0071571,2.4386500,0.7706780,0.2814280,0.0061476,-0.0106622,-0.8013810
8.0700000,-35.5267000,-40.9114000,0.8013350,2.1649000,1.2211900,-0.0031702,4.0868100,0.4052610,0.5604960,0.0060705,-0.0105240,-0.8013350
8.0820000,-35.5006000,-40.8966000,0.8012280,2.1860900,1.2309600,-0.0131247,0.9239110,-0.5205970,-0.8925170,0.0059575,-0.0103229,-0.8012280
8.0910000,-35.4806000,-40.8855000,0.8011920,2.2184400,1.2349600,-0.0094151,1.1530200,3.7174600,-2.4406300,0.0057546,-0.0099659,-0.8011920
8.1000000,-35.4605000,-40.8744000,0.8010290,2.2453800,1.2308500,-0.0215255,4.0895200,-1.7867000,-0.7366490,0.0055399,-0.0095898,-0.8010290
8.1120000,-35.4333000,-40.8596000,0.8008540,2.2806900,1.2489200,-0.0154957,6.0711400,5.2713200,1.0490400,0.0051501,-0.0089107,-0.8008540
8.1210000,-35.4126000,-40.8484000,0.8007310,2.3079300,1.2417300,-0.0072722,-0.4849560,5.2917800,1.4012600,0.0048002,-0.0083006,-0.8007310
8.1300000,-35.3918000,-40.8371000,0.8006480,2.3235500,1.2584800,-0.0089678,2.3045200,-0.0034503,0.2055980,0.0044663,-0.0077197,-0.8006480
8.1420000,-35.3638000,-40.8219000,0.8006610,2.3411900,1.2763800,0.0106175,3.5997200,1.2014200,4.5077700,0.0040541,-0.0070040,-0.8006610
8.1510000,-35.3427000,-40.8103000,0.8007920,2.3585400,1.2976500,0.0147822,2.2290000,1.1716800,-3.3308900,0.0037779,-0.0065226,-0.8007920
8.1600000,-35.3214000,-40.7986000,0.8008830,2.3670600,1.2986200,0.0081514,2.3260200,-0.6369190,-0.6195170,0.0035093,-0.0060561,-0.8008830
8.1720000,-35.2927000,-40.7830000,0.8009080,2.4107800,1.2972500,-0.0061544,5.0226900,-1.7797800,-1.6602300,0.0030596,-0.0052781,-0.8009080
8.1810000,-35.2709000,-40.7713000,0.8008090,2.4221700,1.2953300,-0.0124295,0.3338440,0.4454830,-0.9141350,0.0026333,-0.0045395,-0.8008090
8.1900000,-35.2490000,-40.7595000,0.8008620,2.4582400,1.3314400,0.0312346,10.4310000,10.2732000,13.2241000,0.0022273,-0.0038379,-0.8008620
8.2020000,-35.2195000,-40.7436000,0.8011870,2.4559700,1.3272600,0.0209776,0.3760730,-0.2028630,-1.8914900,0.0017088,-0.0029443,-0.8011870
8.2110000,-35.1973000,-40.7317000,0.8012180,2.4703200,1.3254400,-0.0058632,1.5157500,-1.1757700,-2.7675300,0.0012977,-0.0022341,-0.8012180
8.2200000,-35.1749000,-40.7197000,0.8009710,2.4918800,1.3371300,-0.0364761,-0.8026190,1.4878900,-3.2772900,0.0008411,-0.0014481,-0.8009710
8.2320000,-35.1447000,-40.7033000,0.8007300,2.5292400,1.3679100,-0.0088160,0.5448240,0.1234330,-0.2918020,0.0003213,-0.0005555,-0.8007300
8.2410000,-35.1220000,-40.6910000,0.8006320,2.5280400,1.3679700,-0.0173196,0.5956280,-0.2028770,-2.9285700,-0.0000795,0.0001345,-0.8006320
8.2500000,-35.0990000,-40.6788000,0.8004640,2.5629200,1.3652500,-0.0103181,5.1610200,4.3073000,5.3457800,-0.0005755,0.0009855,-0.8004640
8.2620000,-35.0682000,-40.6622000,0.8004200,2.5768000,1.3896200,0.0034896,0.8189560,1.6199500,2.5534700,-0.0011845,0.0020275,-0.8004200
8.2710000,-35.0449000,-40.6496000,0.8005600,2.5913400,1.4035100,0.0149549,0.4631680,0.5260710,-0.4833230,-0.0015924,0.0027270,-0.8005600
8.2800000,-35.0216000,-40.6368000,0.8005550,2.5966900,1.4337700,-0.0057788,1.3140900,2.6109500,-1.0417000,-0.0019480,0.0033344,-0.8005550
8.2920000,-34.9902000,-40.6194000,0.8005020,2.6263100,1.4511400,-0.0030810,3.2341700,0.3194030,-0.1361770,-0.0023801,0.0040694,-0.8005020
8.3010000,-34.9666000,-40.6062000,0.8005350,2.6198900,1.4835600,0.0102609,0.1072650,2.6173500,2.5991100,-0.0026188,0.0044772,-0.8005350
8.3100000,-34.9430000,-40.5928000,0.8006330,2.6345100,1.4937700,0.0047053,1.4003000,1.4824300,-4.0035300,-0.0028154,0.0048104,-0.8006330
8.3220000,-34.9113000,-40.5746000,0.8007070,2.6442700,1.5268600,-0.0045316,1.4569900,0.8896020,-3.0317400,-0.0029466,0.0050286,-0.8007070
8.3310000,-34.8875000,-40.5606000,0.8005850,2.6467500,1.5575400,-0.0167947,1.1095500,2.2155100,-0.8207850,-0.0029409,0.0050178,-0.8005850
8.3400000,-34.8636000,-40.5465000,0.8004150,2.6589900,1.5738100,-0.0178029,1.0517200,0.7860590,0.7299680,-0.0028823,0.0049145,-0.8004150
8.3520000,-34.8316000,-40.5274000,0.8003430,2.6677900,1.5958100,-0.0075500,0.4662770,1.8560100,-0.0406427,-0.0027253,0.0046405,-0.8003430
8.3610000,-34.8075000,-40.5129000,0.8002670,2.6811600,1.6087900,-0.0092296,1.6869400,1.1337100,-0.1011420,-0.0025844,0.0043997,-0.8002670
8.3700000,-34.7833000,-40.4984000,0.8001470,2.6991200,1.6195900,-0.0167757,1.1973300,1.5269900,-0.8020460,-0.0024526,0.0041723,-0.8001470
8.3820000,-34.7508000,-40.4787000,0.7999970,2.7123300,1.6423200,-0.0130107,1.2083100,1.0301500,-0.4417560,-0.0022137,0.0037598,-0.7999970
8.3910000,-34.7264000,-40.4638000,0.7999560,2.7135200,1.6705400,0.0007423,0.2363150,2.4795000,1.9126500,-0.0019496,0.0033109,-0.7999560
8.4000000,-34.7019000,-40.4486000,0.8000120,2.7235600,1.6809600,0.0017037,1.4091200,-2.1335800,-1.5665300,-0.0016141,0.0027386,-0.8000120
8.4120000,-34.6693000,-40.4281000,0.8000470,2.7208900,1.7212800,0.0029301,-0.6052180,2.0031000,-1.8631700,-0.0010698,0.0018096,-0.8000470
8.4210000,-34.6447000,-40.4126000,0.7999330,2.7360100,1.7250400,-0.0179024,2.3036100,1.4590100,-0.7349240,-0.0006257,0.0010577,-0.7999330
8.4300000,-34.6200000,-40.3970000,0.7997870,2.7544100,1.7430700,-0.0184169,2.6884000,1.4769400,-3.2728500,-0.0001609,0.0002691,-0.7997870
8.4420000,-34.5868000,-40.3761000,0.7997240,2.7771800,1.7460800,0.0106161,2.1829100,2.1106000,4.8614000,0.0004087,-0.0006987,-0.7997240
8.4510000,-34.5618000,-40.3603000,0.7997130,2.7843000,1.7463700,-0.0043190,0.9999070,-1.0751400,0.3582420,0.0008232,-0.0013969,-0.7997130
8.4600000,-34.5366000,-40.3446000,0.7997080,2.8097500,1.7602900,0.0004545,3.7601700,1.5319200,0.2499010,0.0012097,-0.0020497,-0.7997080
8.4720000,-34.5027000,-40.3234000,0.7995910,2.8165100,1.7783800,-0.0184221,-1.0605700,4.9138900,-1.5804500,0.0017233,-0.0029185,-0.7995910
8.4810000,-34.4774000,-40.3072000,0.7994550,2.8141100,1.8017800,-0.0142979,1.5511000,-0.3323450,-0.6398290,0.0022327,-0.0037734,-0.7994550
8.4900000,-34.4521000,-40.2909000,0.7992900,2.8127100,1.8233600,-0.0134035,-1.3976000,4.0885700,1.8666500,0.0028015,-0.0047303,-0.7992900
8.5020000,-34.4184000,-40.2689000,0.7992820,2.8106700,1.8375500,-0.0013783,0.0153941,2.1179300,0.3639660,0.0037072,-0.0062556,-0.7992820
8.5110000,-34.3931000,-40.2523000,0.7993360,2.8068800,1.8479900,0.0103691,-0.2826940,1.2417600,1.2923900,0.0044131,-0.0074366,-0.7993360
8.5200000,-34.3679000,-40.2356000,0.7994340,2.8041300,1.8605900,0.0157125,-0.7542520,3.7421100,3.7002000,0.0051540,-0.0086781,-0.7994340
8.5320000,-34.3344000,-40.2126000,0.8002040,2.7908700,1.9194700,0.0546910,0.4285030,0.4618620,-3.3673800,0.0065390,-0.0110016,-0.8002040
8.5410000,-34.3093000,-40.1953000,0.8004320,2.7948400,1.9169100,0.0083697,0.7867330,0.1865140,-6.9177200,0.0075518,-0.0126913,-0.8004320
8.5500000,-34.2841000,-40.1781000,0.8002920,2.7974500,1.9220500,-0.0315071,0.2553260,1.2022200,-5.3687800,0.0085566,-0.0143686,-0.8002920
8.5620000,-34.2506000,-40.1549000,0.7995410,2.7949200,1.9305400,-0.0834282,-0.2048420,0.8452280,-5.1123900,0.0099389,-0.0166760,-0.7995410
8.5710000,-34.2255000,-40.1373000,0.7988560,2.7765000,1.9786800,-0.0595253,-3.4684600,9.8425100,6.3390200,0.0111067,-0.0186167,-0.7988560
8.5800000,-34.2004000,-40.1196000,0.7983600,2.7856400,1.9692800,-0.0572094,0.0167435,-0.5469600,-1.4052300,0.0123354,-0.0206598,-0.7983600
8.5920000,-34.1672000,-40.0959000,0.7977670,2.7576600,1.9831800,-0.0456855,-0.3246800,-0.1461600,-1.2209000,0.0140245,-0.0234680,-0.7977670
8.6010000,-34.1425000,-40.0779000,0.7976830,2.7452600,1.9947800,-0.0112701,0.0531575,-0.8015990,-0.3695870,0.0154393,-0.0258110,-0.7976830
8.6100000,-34.1178000,-40.0600000,0.7974850,2.7473100,1.9950400,-0.0293717,1.6203400,-2.7868100,-2.1738100,0.0168627,-0.0281683,-0.7974850
8.6220000,-34.0847000,-40.0362000,0.7973620,2.7609400,1.9806400,-0.0037427,-0.1096490,0.4621490,-1.6568900,0.0186177,-0.0310712,-0.7973620
8.6310000,-34.0600000,-40.0181000,0.7973270,2.7328700,2.0145700,-0.0063789,-1.0588200,1.6321600,-2.0427100,0.0200616,-0.0334502,-0.7973270
8.6400000,-34.0354000,-40.0000000,0.7973110,2.7241200,2.0266600,0.0057843,-2.7597500,3.0203800,2.8993500,0.0215872,-0.0359653,-0.7973110
8.6520000,-34.0027000,-39.9757000,0.7973910,2.7153900,2.0223100,0.0115303,-4.2413500,2.5913600,1.4777100,0.0236110,-0.0392994,-0.7973910
8.6610000,-33.9783000,-39.9576000,0.7975580,2.7090100,2.0224700,0.0233624,-1.0787300,1.5621500,1.4353700,0.0251772,-0.0418687,-0.7975580
8.6700000,-33.9540000,-39.9394000,0.7978530,2.6988700,2.0155200,0.0449139,-1.9150100,-0.8881690,5.8590100,0.0267467,-0.0444431,-0.7978530
8.6820000,-33.9216000,-39.9153000,0.7982150,2.6872400,2.0126900,0.0214653,-2.4403900,0.1900210,-1.0863300,0.0288338,-0.0478646,-0.7982150
8.6910000,-33.8975000,-39.8973000,0.7984410,2.6766300,1.9841400,0.0267729,-2.3002500,-1.6881500,0.2897060,0.0303387,-0.0503182,-0.7984410
8.7000000,-33.8735000,-39.8796000,0.7987020,2.6608000,1.9616500,0.0301549,-1.2473300,-2.8407200,0.3153300,0.0318011,-0.0527020,-0.7987020
8.7120000,-33.8417000,-39.8563000,0.7990610,2.6382600,1.9298900,0.0335629,-1.7517900,-2.9975600,1.2881700,0.0336528,-0.0557162,-0.7990610
8.7210000,-33.8181000,-39.8391000,0.7994190,2.6233000,1.8989400,0.0392100,-1.2613400,-3.7327300,-0.5279590,0.0349511,-0.0578161,-0.7994190
8.7300000,-33.7946000,-39.8221000,0.7997150,2.5953900,1.8845900,0.0349441,-2.9457300,-2.2435100,1.4509900,0.0362286,-0.0598827,-0.7997150
8.7420000,-33.7637000,-39.7997000,0.8001400,2.5604200,1.8598300,0.0327274,-4.8159400,0.4449040,-0.3885180,0.0378762,-0.0625456,-0.8001400
8.7510000,-33.7408000,-39.7831000,0.8004640,2.5354000,1.8392300,0.0362184,-3.0845900,-2.0781200,-0.1286030,0.0391183,-0.0645430,-0.8004640
8.7600000,-33.7182000,-39.7667000,0.8008110,2.5051800,1.8224200,0.0385983,-3.0274200,-2.2489900,-0.0448763,0.0403528,-0.0665293,-0.8008110
8.7720000,-33.6884000,-39.7450000,0.8012970,2.4631900,1.8018700,0.0455573,-5.3864700,0.9898280,2.0366400,0.0419846,-0.0691539,-0.8012970
8.7810000,-33.6663000,-39.7289000,0.8016950,2.4516300,1.7752200,0.0424188,-3.3079100,-1.8802000,-0.2309880,0.0431675,-0.0710451,-0.8016950
8.7900000,-33.6443000,-39.7131000,0.8019460,2.4405100,1.7518700,0.0199597,-0.5239670,-3.4363200,-2.4640800,0.0442994,-0.0728537,-0.8019460
8.8020000,-33.6151000,-39.6922000,0.8019540,2.4252900,1.7260300,-0.0080417,-2.1524900,-2.1451800,-1.8213000,0.0456874,-0.0750658,-0.8019540
8.8110000,-33.5935000,-39.6768000,0.8018600,2.3952000,1.7081800,-0.0104495,-3.0708800,-2.6320600,0.4625770,0.0467109,-0.0766869,-0.8018600
8.8200000,-33.5721000,-39.6615000,0.8018080,2.3635100,1.6907000,-0.0031211,-2.5701800,-2.7070800,0.8486030,0.0477407,-0.0783204,-0.8018080
8.8320000,-33.5441000,-39.6414000,0.8018530,2.3207400,1.6735200,0.0065630,-3.7194900,-1.1485700,0.6816650,0.0491325,-0.0805297,-0.8018530
8.8410000,-33.5234000,-39.6264000,0.8019490,2.2881100,1.6622500,0.0125021,-3.7030900,-1.1769600,0.5067200,0.0502143,-0.0822401,-0.8019490
8.8500000,-33.5030000,-39.6115000,0.8021040,2.2619600,1.6459200,0.0187807,-2.9418000,-0.6667850,0.3452400,0.0512966,-0.0839531,-0.8021040
8.8620000,-33.4762000,-39.5920000,0.8024260,2.2191200,1.6230500,0.0329241,-3.2889600,-0.7168000,1.6246800,0.0527485,-0.0862520,-0.8024260
8.8710000,-33.4564000,-39.5775000,0.8027900,2.1932100,1.6056600,0.0358743,-2.8194500,-2.0657700,-2.1747200,0.0538376,-0.0879682,-0.8027900
8.8800000,-33.4367000,-39.5632000,0.8030010,2.1788200,1.5706200,0.0189303,-0.8950950,-5.2528700,-0.7161270,0.0548650,-0.0895853,-0.8030010
