# time,x,y,z,vx,vy,vz,ax,ay,az,errx,erry,errz
0.3510000,-22.3572000,-28.5568000,0.7464900,0.0208065,0.0142007,0.0447269,-0.3130230,-0.1135490,-0.1895940,0.0000000,0.0000000,0.0000000
0.3600000,-22.3570000,-28.5567000,0.7468050,0.0238085,0.0094255,0.0299797,0.5456850,-0.6709290,-2.3559500,0.0000000,0.0000000,0.0000000
0.3720000,-22.3567000,-28.5565000,0.7472990,0.0227909,0.0107850,0.0524224,-0.0131280,0.3056140,2.9107600,0.0000000,0.0000000,0.0000000
0.3810000,-22.3565000,-28.5564000,0.7479040,0.0215642,0.0128302,0.0730315,0.1681800,0.0912633,1.8090900,0.0000000,0.0000000,0.0000000
0.3900000,-22.3563000,-28.5563000,0.7485010,0.0165639,0.0094149,0.0673174,-0.9503780,-0.0954348,2.0334700,0.0000000,0.0000000,0.0000000
0.4020000,-22.3562000,-28.5562000,0.7492860,0.0055906,0.0097839,0.0561878,-2.4733800,-0.1482070,-5.2663200,0.0000000,0.0000000,0.0000000
0.4110000,-22.3562000,-28.5562000,0.7498370,0.0016994,0.0069573,0.0608729,1.4485100,1.1442400,-0.9333690,0.0000000,0.0000000,0.0000000
0.4200000,-22.3562000,-28.5561000,0.7504500,0.0069255,0.0090907,0.0664297,-0.1216530,-0.2745750,-1.8910100,0.0000000,0.0000000,0.0000000
0.4320000,-22.3562000,-28.5560000,0.7511490,0.0055326,0.0111850,0.0563293,0.7227930,0.7763490,-1.1968700,0.0000000,0.0000000,0.0000000
0.4410000,-22.3561000,-28.5559000,0.7517170,0.0052387,0.0117770,0.0646339,0.3506810,0.0467157,1.2643600,0.0000000,0.0000000,0.0000000
0.4500000,-22.3561000,-28.5558000,0.7521670,0.0010894,0.0079948,0.0549342,0.1058120,0.6801290,-0.2058180,0.0000000,0.0000000,0.0000000
0.4620000,-22.3560000,-28.5557000,0.7528860,0.0082057,0.0102612,0.0680643,-0.2084730,-0.0727393,1.4343200,0.0000000,0.0000000,0.0000000
0.4710000,-22.3560000,-28.5556000,0.7535350,0.0057127,0.0081855,0.0722207,-0.5388610,-0.1818470,-0.1813990,0.0000000,0.0000000,0.0000000
0.4800000,-22.3559000,-28.5556000,0.7540520,-0.0006283,0.0063037,0.0618773,-1.8693800,0.0497435,0.0008879,0.0000000,0.0000000,0.0000000
0.4920000,-22.3559000,-28.5555000,0.7546880,-0.0006426,0.0058223,0.0501205,-0.5199840,-1.4235800,2.3794000,0.0000000,0.0000000,0.0000000
0.5010000,-22.3559000,-28.5554000,0.7551810,0.0017241,0.0101879,0.0572576,0.3924450,0.3562240,1.9164300,0.0000000,0.0000000,0.0000000
0.5100000,-22.3559000,-28.5553000,0.7556030,-0.0023138,0.0071617,0.0392458,-0.7619470,-0.7052200,-3.0095000,0.0000000,0.0000000,0.0000000
0.5220000,-22.3559000,-28.5553000,0.7560340,0.0035450,0.0067069,0.0345904,1.0215100,0.0134419,0.9839300,0.0000000,0.0000000,0.0000000
0.5310000,-22.3559000,-28.5552000,0.7563420,-0.0011738,0.0075274,0.0355113,-1.1489300,1.2444600,3.3198800,0.0000000,0.0000000,0.0000000
0.5400000,-22.3559000,-28.5551000,0.7566340,0.0001495,0.0043728,0.0255178,-0.3245700,-0.8232870,-2.3631200,0.0000000,0.0000000,0.0000000
0.5520000,-22.3560000,-28.5550000,0.7569530,-0.0016413,0.0104507,0.0322130,-0.3101980,0.3174460,2.9076700,0.0000000,0.0000000,0.0000000
0.5610000,-22.3560000,-28.5549000,0.7572100,-0.0044054,0.0091912,0.0261735,-1.2327300,-0.4096070,-2.3314200,0.0000000,0.0000000,0.0000000
0.5700000,-22.3560000,-28.5548000,0.7575320,-0.0015623,0.0103019,0.0375721,-0.1018340,0.0886039,1.4366100,0.0000000,0.0000000,0.0000000
0.5820000,-22.3560000,-28.5548000,0.7578930,-0.0015565,0.0068739,0.0340628,-0.2873460,0.3891790,1.9596600,0.0000000,0.0000000,0.0000000
0.5910000,-22.3560000,-28.5547000,0.7582060,-0.0003369,0.0045439,0.0370643,0.0139945,-1.1565300,4.3366500,0.0000000,0.0000000,0.0000000
0.6000000,-22.3560000,-28.5546000,0.7585160,-0.0009045,0.0078409,0.0377495,-0.0230973,2.5012100,1.2862900,0.0000000,0.0000000,0.0000000
0.6120000,-22.3560000,-28.5545000,0.7589100,-0.0000421,0.0096240,0.0311696,-0.0165570,-0.0777733,0.2933000,0.0000000,0.0000000,0.0000000
0.6210000,-22.3560000,-28.5544000,0.7592030,0.0004242,0.0077141,0.0337299,0.2092730,0.1325860,2.1137000,0.0000000,0.0000000,0.0000000
0.6300000,-22.3560000,-28.5544000,0.7594200,-0.0030459,0.0052372,0.0295106,-0.2934940,0.4660650,1.4962300,0.0000000,0.0000000,0.0000000
0.6420000,-22.3559000,-28.5543000,0.7599960,0.0038552,0.0093032,0.0552352,-0.0074142,-0.0292707,0.8455220,0.0000000,0.0000000,0.0000000
0.6510000,-22.3559000,-28.5542000,0.7605450,0.0030243,0.0002847,0.0566854,-1.1894000,-3.3354100,-3.1975800,0.0000000,0.0000000,0.0000000
0.6600000,-22.3559000,-28.5542000,0.7609930,0.0035740,0.0011309,0.0439950,0.5850950,0.4476830,-3.1512200,0.0000000,0.0000000,0.0000000
0.6720000,-22.3558000,-28.5542000,0.7614730,0.0043121,0.0037708,0.0397970,-0.3077060,0.1211080,0.4276510,0.0000000,0.0000000,0.0000000
0.6810000,-22.3557000,-28.5541000,0.7619730,0.0064967,0.0067015,0.0562837,-0.2560610,0.6461900,0.6840740,0.0000000,0.0000000,0.0000000
0.6900000,-22.3557000,-28.5541000,0.7623920,-0.0022491,0.0040911,0.0491944,-1.3253700,0.2853270,1.1358900,0.0000000,0.0000000,0.0000000
0.7020000,-22.3557000,-28.5540000,0.7627650,-0.0028997,0.0003920,0.0197943,-1.4220600,-1.1048100,-3.4878800,0.0000000,0.0000000,0.0000000
0.7110000,-22.3557000,-28.5540000,0.7629470,0.0018551,0.0074047,0.0264749,0.3904070,0.4872730,2.1282800,0.0000000,0.0000000,0.0000000
0.7200000,-22.3557000,-28.5539000,0.7631570,-0.0011429,0.0057799,0.0174504,-1.0594900,-0.5900750,-1.6902500,0.0000000,0.0000000,0.0000000
0.7320000,-22.3557000,-28.5539000,0.7633450,0.0028128,0.0056473,0.0153161,0.6064040,0.2243820,2.5977900,0.0000000,0.0000000,0.0000000
0.7410000,-22.3557000,-28.5538000,0.7635120,0.0004637,0.0041088,0.0129399,0.4707960,-0.3132070,-2.5730000,0.0000000,0.0000000,0.0000000
0.7500000,-22.3557000,-28.5538000,0.7636910,0.0004740,0.0053552,0.0237819,-0.2096470,0.2123890,2.4777200,0.0000000,0.0000000,0.0000000
0.7620000,-22.3557000,-28.5537000,0.7639870,0.0007687,0.0068512,0.0243045,-0.2665450,0.5944600,-0.1395210,0.0000000,0.0000000,0.0000000
0.7710000,-22.3556000,-28.5536000,0.7641970,0.0006721,0.0046599,0.0140435,-0.5593210,-0.7318230,-3.7508300,0.0000000,0.0000000,0.0000000
0.7800000,-22.3556000,-28.5536000,0.7642960,0.0033150,0.0077727,0.0132419,0.8129660,0.5862030,1.8611000,0.0000000,0.0000000,0.0000000
0.7920000,-22.3556000,-28.5535000,0.7644310,0.0010168,0.0084293,0.0035301,-0.2170580,-0.2995020,-2.7839800,0.0000000,0.0000000,0.0000000
0.8010000,-22.3556000,-28.5534000,0.7644700,0.0027310,0.0075084,0.0083239,0.3599520,0.3487340,2.5774600,0.0000000,0.0000000,0.0000000
0.8100000,-22.3556000,-28.5534000,0.7645190,0.0033876,0.0051323,0.0044634,0.1669670,0.1225460,-1.6628600,0.0000000,0.0000000,0.0000000
0.8220000,-22.3555000,-28.5533000,0.7647580,0.0050989,0.0078842,0.0289999,0.4947970,0.2737200,2.2114900,0.0000000,0.0000000,0.0000000
0.8310000,-22.3555000,-28.5532000,0.7649130,0.0003516,0.0066352,0.0209847,0.1146020,0.6481190,3.6869300,0.0000000,0.0000000,0.0000000
0.8400000,-22.3555000,-28.5532000,0.7650720,-0.0011799,0.0071244,0.0149812,-0.0206763,-0.6989750,-1.6528300,0.0000000,0.0000000,0.0000000
0.8520000,-22.3555000,-28.5531000,0.7652860,0.0008228,0.0062513,0.0192268,0.3580960,-0.0680511,0.2589320,0.0000000,0.0000000,0.0000000
0.8610000,-22.3555000,-28.5530000,0.7654370,0.0028729,0.0057488,0.0226201,-0.1430620,0.2513060,1.8778300,0.0000000,0.0000000,0.0000000
0.8700000,-22.3555000,-28.5530000,0.7657410,0.0050991,0.0064967,0.0392322,0.5395330,0.0898538,1.9488700,0.0000000,0.0000000,0.0000000
0.8820000,-22.3555000,-28.5530000,0.7661360,0.0028941,0.0004916,0.0320157,0.4231800,0.3484800,0.9211120,0.0000000,0.0000000,0.0000000
0.8910000,-22.3554000,-28.5529000,0.7664510,0.0014265,0.0042316,0.0349966,-0.4315950,-0.0343617,-0.0653905,0.0000000,0.0000000,0.0000000
0.9000000,-22.3554000,-28.5529000,0.7667260,-0.0023930,0.0030899,0.0281715,-0.3767620,0.1220650,0.5170380,0.0000000,0.0000000,0.0000000
0.9120000,-22.3555000,-28.5529000,0.7669500,-0.0018225,0.0040594,0.0236454,0.3138150,0.0785034,0.6358810,0.0000000,0.0000000,0.0000000
0.9210000,-22.3555000,-28.5528000,0.7671720,-0.0004907,0.0047606,0.0193080,-0.5128480,-0.1679110,-2.1994500,0.0000000,0.0000000,0.0000000
0.9300000,-22.3555000,-28.5528000,0.7672160,-0.0003160,0.0036742,0.0063180,0.3137170,-0.4617440,0.1453920,0.0000000,0.0000000,0.0000000
0.9420000,-22.3554000,-28.5527000,0.7674040,0.0025537,0.0052432,0.0104067,-0.2897360,-0.3274290,-3.2009000,0.0000000,0.0000000,0.0000000
0.9510000,-22.3554000,-28.5526000,0.7675450,0.0006467,0.0070949,0.0181121,0.1064120,0.2295150,1.9940900,0.0000000,0.0000000,0.0000000
0.9600000,-22.3554000,-28.5526000,0.7676030,-0.0021406,0.0011835,0.0036310,-0.3130220,-0.3054850,0.3013960,0.0000000,0.0000000,0.0000000
0.9720000,-22.3554000,-28.5526000,0.7678040,0.0037739,0.0062649,0.0268874,0.8428980,0.3195140,2.4599400,0.0000000,0.0000000,0.0000000
0.9810000,-22.3554000,-28.5525000,0.7680840,-0.0010215,0.0010374,0.0253502,-1.8898800,-1.9537700,-4.0866000,0.0000000,0.0000000,0.0000000
0.9900000,-22.3554000,-28.5525000,0.7683420,0.0020741,0.0035166,0.0266983,-0.5813830,-0.1930750,-1.4811400,0.0000000,0.0000000,0.0000000
1.0020000,-22.3553000,-28.5524000,0.7686720,0.0008945,0.0050991,0.0137004,0.0228048,0.3949180,-4.9716700,0.0000000,0.0000000,0.0000000
1.0110000,-22.3553000,-28.5524000,0.7688590,0.0020556,0.0054906,0.0225238,0.5727360,0.2495810,0.6898820,0.0000000,0.0000000,0.0000000
1.0200000,-22.3553000,-28.5524000,0.7690390,0.0014113,0.0024917,0.0217762,0.1237400,0.2828630,1.5282800,0.0000000,0.0000000,0.0000000
1.0320000,-22.3553000,-28.5523000,0.7691230,-0.0003643,0.0018516,-0.0031197,-0.2993750,-0.2988080,-4.6162000,0.0000000,0.0000000,0.0000000
1.0410000,-22.3553000,-28.5523000,0.7692350,0.0007148,0.0049478,0.0164463,0.2469930,0.3356490,1.7382900,0.0000000,0.0000000,0.0000000
1.0530000,-22.3553000,-28.5522000,0.7693340,0.0011665,0.0053496,0.0035021,-0.2530730,-0.1298310,0.5972570,0.0000000,0.0000000,0.0000000
1.0620000,-22.3553000,-28.5522000,0.7694840,0.0035792,0.0072016,0.0223962,-0.1374520,0.0748512,1.6403400,0.0000000,0.0000000,0.0000000
1.0710000,-22.3553000,-28.5522000,0.7696740,-0.0029900,0.0013055,0.0167213,-0.8925790,-0.1474100,-3.1206100,0.0000000,0.0000000,0.0000000
1.0830000,-22.3553000,-28.5521000,0.7699240,-0.0006653,0.0009245,0.0207440,0.1249000,0.2948670,1.4482900,0.0000000,0.0000000,0.0000000
1.0920000,-22.3553000,-28.5521000,0.7701380,0.0034287,0.0035553,0.0269259,0.2578640,0.2926400,1.4778500,0.0000000,0.0000000,0.0000000
1.1010000,-22.3552000,-28.5521000,0.7703560,0.0024133,0.0018168,0.0240174,0.0752342,0.2956030,1.7980100,0.0000000,0.0000000,0.0000000
1.1130000,-22.3552000,-28.5521000,0.7706150,0.0035410,0.0029038,0.0253144,0.1543040,-0.2277300,-0.0146819,0.0000000,0.0000000,0.0000000
1.1220000,-22.3552000,-28.5520000,0.7708630,0.0014876,0.0029445,0.0293189,0.0878571,0.1447090,0.5586990,0.0000000,0.0000000,0.0000000
1.1310000,-22.3552000,-28.5521000,0.7710950,-0.0017279,-0.0028327,0.0231723,-0.2541110,-0.0290719,0.8192770,0.0000000,0.0000000,0.0000000
1.1430000,-22.3552000,-28.5520000,0.7711940,0.0019691,0.0046363,0.0075273,-0.1554070,0.2306050,0.7318970,0.0000000,0.0000000,0.0000000
1.1520000,-22.3552000,-28.5519000,0.7712030,0.0004466,0.0063775,0.0009793,0.9986560,0.3093310,0.5960710,0.0000000,0.0000000,0.0000000
1.1610000,-22.3552000,-28.5519000,0.7711620,0.0010247,0.0016637,-0.0018561,-0.3502950,-0.5272650,0.8828000,0.0000000,0.0000000,0.0000000
1.1730000,-22.3551000,-28.5519000,0.7712910,0.0015466,0.0023227,0.0169142,0.1248330,0.1165970,1.7536000,0.0000000,0.0000000,0.0000000
1.1820000,-22.3551000,-28.5519000,0.7714560,0.0011869,0.0007935,0.0220903,0.2053740,0.1487470,1.6545500,0.0000000,0.0000000,0.0000000
1.1910000,-22.3551000,-28.5519000,0.7716580,0.0010827,0.0001649,0.0185064,0.0328530,0.2842610,-1.2359300,0.0000000,0.0000000,0.0000000
1.2030000,-22.3551000,-28.5519000,0.7718440,0.0012982,0.0003997,0.0176728,0.7246100,0.1828930,1.0738200,0.0000000,0.0000000,0.0000000
1.2120000,-22.3551000,-28.5519000,0.7720870,0.0024327,0.0005988,0.0301777,-0.1411870,-0.6119370,0.2663690,0.0000000,0.0000000,0.0000000
1.2210000,-22.3551000,-28.5519000,0.7722350,0.0013546,0.0039492,0.0090082,0.8417070,1.5144900,-4.3704600,0.0000000,0.0000000,0.0000000
1.2330000,-22.3551000,-28.5518000,0.7723320,0.0012477,0.0046986,0.0144161,0.0001233,0.2461600,1.4736000,0.0000000,0.0000000,0.0000000
1.2420000,-22.3551000,-28.5518000,0.7723650,-0.0011501,0.0016729,0.0039876,0.0040464,0.2481840,1.8127700,0.0000000,0.0000000,0.0000000
1.2510000,-22.3551000,-28.5518000,0.7724260,0.0009942,0.0010724,0.0059252,-0.0328847,-0.2093960,-0.7373650,0.0000000,0.0000000,0.0000000
1.2630000,-22.3551000,-28.5518000,0.7725440,-0.0018927,-0.0035313,0.0085301,-1.4376500,-2.0690300,-2.4747800,0.0000000,0.0000000,0.0000000
1.2720000,-22.3551000,-28.5518000,0.7726180,0.0027973,0.0013414,0.0134998,0.2751330,-0.0604168,1.5142500,0.0000000,0.0000000,0.0000000
1.2810000,-22.3550000,-28.5518000,0.7728080,0.0033899,0.0008975,0.0253126,0.1444600,0.1509170,1.3184000,0.0000000,0.0000000,0.0000000
1.2930000,-22.3550000,-28.5518000,0.7731510,0.0006426,-0.0033346,0.0235511,-1.1023000,-1.4889100,-3.8533900,0.0000000,0.0000000,0.0000000
1.3020000,-22.3550000,-28.5518000,0.7733190,0.0000944,0.0019135,0.0171074,0.3703810,0.2791200,1.4028500,0.0000000,0.0000000,0.0000000
1.3110000,-22.3550000,-28.5518000,0.7733780,-0.0020494,-0.0003592,0.0040918,-1.0655500,0.2208040,-1.3710500,0.0000000,0.0000000,0.0000000
1.3230000,-22.3551000,-28.5518000,0.7734540,-0.0040601,0.0003239,0.0069814,0.0610778,0.4044230,1.4901200,0.0000000,0.0000000,0.0000000
1.3320000,-22.3551000,-28.5518000,0.7735580,0.0015451,0.0016002,0.0061526,0.0724334,-0.5166340,-3.2049900,0.0000000,0.0000000,0.0000000
1.3410000,-22.3551000,-28.5518000,0.7736200,0.0011555,0.0014130,0.0113065,-0.0614666,0.2173510,1.3942800,0.0000000,0.0000000,0.0000000
1.3530000,-22.3551000,-28.5518000,0.7735940,-0.0010046,-0.0005530,-0.0004106,0.3637590,0.3187670,1.9175300,0.0000000,0.0000000,0.0000000
1.3620000,-22.3551000,-28.5518000,0.7736370,0.0015810,-0.0001308,0.0038402,-0.0749228,-0.0369832,-0.6388090,0.0000000,0.0000000,0.0000000
1.3710000,-22.3550000,-28.5518000,0.7737320,0.0022874,0.0017859,0.0151913,0.1142430,0.2431790,1.6589300,0.0000000,0.0000000,0.0000000
1.3830000,-22.3550000,-28.5518000,0.7739690,-0.0022988,-0.0029011,0.0154246,-1.3233000,-1.2113000,-2.9648700,0.0000000,0.0000000,0.0000000
1.3920000,-22.3550000,-28.5518000,0.7740860,0.0005820,-0.0022706,0.0062270,0.0049053,-0.3106550,-3.9477200,0.0000000,0.0000000,0.0000000
1.4010000,-22.3550000,-28.5518000,0.7741260,0.0006263,-0.0005419,0.0061240,1.0928400,1.4571400,0.0753488,0.0000000,0.0000000,0.0000000
1.4130000,-22.3550000,-28.5518000,0.7741550,0.0016694,0.0005145,0.0049106,-0.1928800,-0.1235930,-0.1061000,0.0000000,0.0000000,0.0000000
1.4220000,-22.3550000,-28.5518000,0.7741640,-0.0009755,-0.0007187,0.0033669,-0.4044830,-0.7947180,0.1094220,0.0000000,0.0000000,0.0000000
1.4310000,-22.3550000,-28.5518000,0.7742390,0.0006884,-0.0029187,0.0103395,-0.0413228,-0.0365445,0.9047500,0.0000000,0.0000000,0.0000000
1.4430000,-22.3550000,-28.5519000,0.7743370,0.0019065,-0.0027132,0.0149230,0.2841320,0.0626222,1.7477400,0.0000000,0.0000000,0.0000000
1.4520000,-22.3550000,-28.5519000,0.7745530,0.0042793,-0.0011314,0.0300878,0.8366210,0.2160300,2.5795100,0.0000000,0.0000000,0.0000000
1.4610000,-22.3550000,-28.5519000,0.7747370,-0.0018964,-0.0041072,0.0122397,-0.2829000,-0.2104670,-4.4111900,0.0000000,0.0000000,0.0000000
1.4730000,-22.3551000,-28.5520000,0.7747980,-0.0020697,0.0002456,0.0011787,1.4228700,1.6117500,-0.5917630,0.0000000,0.0000000,0.0000000
1.4820000,-22.3550000,-28.5520000,0.7747330,0.0048289,-0.0021532,-0.0016978,0.4931550,-0.4892250,1.1949500,0.0000000,0.0000000,0.0000000
1.4910000,-22.3550000,-28.5520000,0.7746800,0.0050858,0.0008194,-0.0047538,0.8793970,1.0392500,2.0425700,0.0000000,0.0000000,0.0000000
1.5030000,-22.3550000,-28.5520000,0.7748640,-0.0015566,-0.0053691,0.0229113,-1.3285900,-0.6686230,1.3176300,0.0000000,0.0000000,0.0000000
1.5120000,-22.3550000,-28.5521000,0.7749810,-0.0013182,-0.0049813,0.0111234,0.4655240,0.5132400,0.8676500,0.0000000,0.0000000,0.0000000
1.5210000,-22.3550000,-28.5521000,0.7750890,0.0007217,-0.0015379,0.0117336,1.2870300,1.4702700,-0.9085250,0.0000000,0.0000000,0.0000000
1.5330000,-22.3550000,-28.5521000,0.7751350,-0.0013192,-0.0003696,-0.0013494,0.3348010,-0.1585360,-1.3318900,0.0000000,0.0000000,0.0000000
1.5420000,-22.3550000,-28.5521000,0.7750900,0.0000808,-0.0027899,-0.0061151,-0.2350060,-0.6810970,-1.3756100,0.0000000,0.0000000,0.0000000
1.5510000,-22.3550000,-28.5522000,0.7750720,0.0009042,-0.0035939,0.0002619,0.4205980,0.0593294,1.6520700,0.0000000,0.0000000,0.0000000
1.5630000,-22.3550000,-28.5522000,0.7752020,-0.0027044,-0.0117355,0.0127611,-1.8961600,-3.6081000,-1.2117000,0.0000000,0.0000000,0.0000000
1.5720000,-22.3550000,-28.5523000,0.7752910,0.0034101,-0.0039845,0.0152656,1.3986600,0.2995010,2.2926100,0.0000000,0.0000000,0.0000000
1.5810000,-22.3550000,-28.5523000,0.7754390,0.0014337,-0.0056124,0.0156033,0.0590076,0.7625560,0.3683000,0.0000000,0.0000000,0.0000000
1.5930000,-22.3550000,-28.5524000,0.7756400,-0.0006826,-0.0059699,0.0112762,-0.9485060,-1.5305100,-3.5339600,0.0000000,0.0000000,0.0000000
1.6020000,-22.3549000,-28.5524000,0.7756730,0.0047901,-0.0020859,0.0062740,0.5928900,0.1973410,1.8887300,0.0000000,0.0000000,0.0000000
1.6110000,-22.3549000,-28.5524000,0.7757510,0.0017691,-0.0032603,0.0123302,-0.3312460,0.2116370,0.8782150,0.0000000,0.0000000,0.0000000
1.6230000,-22.3549000,-28.5524000,0.7759080,-0.0018266,-0.0029457,0.0067213,-0.7275840,-0.2944730,-3.0720100,0.0000000,0.0000000,0.0000000
1.6320000,-22.3549000,-28.5525000,0.7758810,-0.0016972,-0.0049216,-0.0131419,-0.6094210,-0.8620090,-5.1496000,0.0000000,0.0000000,0.0000000
1.6410000,-22.3549000,-28.5525000,0.7758480,0.0019234,-0.0006662,-0.0017935,0.5101090,0.3447520,1.2397200,0.0000000,0.0000000,0.0000000
1.6530000,-22.3549000,-28.5525000,0.7759230,-0.0049889,-0.0052262,0.0049457,-2.5185800,-1.9132700,-2.5536000,0.0000000,0.0000000,0.0000000
1.6620000,-22.3549000,-28.5525000,0.7759940,0.0019104,-0.0037305,0.0046735,0.6910680,-0.8683460,-1.3538700,0.0000000,0.0000000,0.0000000
1.6710000,-22.3549000,-28.5526000,0.7760580,0.0002662,-0.0044030,0.0072915,-0.0025732,0.0087768,0.3646810,0.0000000,0.0000000,0.0000000
1.6830000,-22.3549000,-28.5526000,0.7761220,0.0008562,-0.0037190,0.0050296,0.2964420,0.2407740,0.8042930,0.0000000,0.0000000,0.0000000
