-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-8.117815 4.682463 7.000000
29.595151 -14.069605 7.000000
-24.769330 32.561081 7.000000
6.799788 36.111730 7.000000
36.048419 35.062807 7.000000
42.283840 -12.198096 6.000000
33.034440 8.022817 6.000000
-19.181583 -23.465884 6.000000
-4.170521 16.506687 6.000000
-41.535432 0.675020 6.000000
-16.057297 -31.768134 5.000000
27.111845 12.188455 5.000000
27.174686 -4.637670 5.000000
24.177440 -21.171563 5.000000
-30.592757 36.672242 5.000000
