-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-41.152370 9.454281 7.000000
13.593993 2.381842 7.000000
-6.672841 16.411080 7.000000
26.908104 -24.904664 7.000000
15.284033 21.598101 7.000000
17.842444 -9.158832 6.000000
14.308108 -32.050811 6.000000
36.606673 16.989310 6.000000
-21.317140 29.467706 6.000000
-0.458826 -41.025410 6.000000
31.520588 39.558419 5.000000
12.609034 34.505371 5.000000
-0.496982 -25.824606 5.000000
-32.419386 34.110162 5.000000
7.839649 -40.207668 5.000000
