-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
5.790800 -0.637207 7.000000
-9.689693 37.931891 7.000000
1.912240 -18.305202 7.000000
-5.527345 2.897201 7.000000
8.428413 -33.817170 7.000000
-8.639006 -27.993837 6.000000
40.760956 -8.476516 6.000000
-39.522670 9.394472 6.000000
-29.747008 12.141744 6.000000
39.049586 -28.021784 6.000000
30.398521 6.564957 5.000000
-14.602916 17.908850 5.000000
-38.857196 20.307910 5.000000
-30.164355 -6.125648 5.000000
21.126955 38.419634 5.000000
