30 9
    -46.0000     -46.0000       0.0000     -46.0000     -46.0000       0.0000     -45.3070     -44.5588       0.0000
    -43.9164     -41.6787       0.0000     -44.6140     -43.1177       0.0000     -43.2187     -40.2398       0.0000
    -41.8087     -37.3691       0.0000     -42.5165     -38.8031       0.0000     -41.1010     -35.9351       0.0000
    -39.6645     -33.0776       0.0000     -40.3877     -34.5038       0.0000     -38.9412     -31.6514       0.0000
    -37.4585     -28.8176       0.0000     -38.2080     -30.2303       0.0000     -36.7090     -27.4049       0.0000
    -35.1345     -24.6210       0.0000     -35.9431     -26.0006       0.0000     -34.3259     -23.2414       0.0000
    -32.5745     -20.5651       0.0000     -33.4747     -21.8865       0.0000     -31.6743     -19.2437       0.0000
    -29.8105     -16.6441       0.0000     -30.7252     -17.9557       0.0000     -28.8957     -15.3324       0.0000
    -27.1357     -12.6617       0.0000     -28.0154     -13.9972       0.0000     -26.2559     -11.3262       0.0000
    -24.4844      -8.6635       0.0000     -25.3768      -9.9905       0.0000     -23.5921      -7.3365       0.0000
    -21.7506      -4.7215       0.0000     -22.6865      -6.0182       0.0000     -20.8147      -3.4248       0.0000
    -18.8420      -0.9073       0.0000     -19.8485      -2.1496       0.0000     -17.8355       0.3349       0.0000
    -15.7604       2.7694       0.0000     -16.7887       1.5443       0.0000     -14.7322       3.9944       0.0000
    -12.7659       6.5165       0.0000     -13.7224       5.2351       0.0000     -11.8093       7.7978       0.0000
    -10.0658      10.4801       0.0000     -10.9060       9.1198       0.0000      -9.2256      11.8403       0.0000
     -7.6869      14.6452       0.0000      -8.4484      13.2388       0.0000      -6.9253      16.0516       0.0000
     -5.4125      18.8692       0.0000      -6.1793      17.4660       0.0000      -4.6457      20.2725       0.0000
     -3.0308      23.0332       0.0000      -3.8581      21.6647       0.0000      -2.2035      24.4017       0.0000
     -0.4164      27.0544       0.0000      -1.3365      25.7466       0.0000       0.5038      28.3623       0.0000
      2.5117      30.8526       0.0000       1.4773      29.6331       0.0000       3.5462      32.0720       0.0000
      5.7997      34.3429       0.0000       4.6416      33.2402       0.0000       6.9579      35.4455       0.0000
      9.4575      37.4428       0.0000       8.1787      36.4827       0.0000      10.7363      38.4029       0.0000
     13.4578      40.0856       0.0000      12.0730      39.2860       0.0000      14.8426      40.8852       0.0000
     17.7443      42.2339       0.0000      16.2755      41.6014       0.0000      19.2130      42.8663       0.0000
     22.2462      43.8847       0.0000      20.7176      43.4150       0.0000      23.7748      44.3543       0.0000
     26.8944      45.0641       0.0000      25.3274      44.7448       0.0000      28.4613      45.3835       0.0000
     31.6310      45.8160       0.0000      30.0426      45.6315       0.0000      33.2194      46.0004       0.0000
     36.4127      46.1904       0.0000      34.8149      46.1212       0.0000      38.0105      46.2596       0.0000
     41.2091      46.2368       0.0000      39.6108      46.2772       0.0000      42.8073      46.1965       0.0000
     46.0000      46.0000       0.0000      44.4037      46.0982       0.0000      46.0000      46.0000       0.0000
