30 9
    -46.0000     -46.0000       0.0000     -46.0000     -46.0000       0.0000     -44.4677     -45.4301       0.0000
    -41.4089     -44.2751       0.0000     -42.9354     -44.8603       0.0000     -39.8825     -43.6900       0.0000
    -36.8455     -42.4785       0.0000     -38.3618     -43.0896       0.0000     -35.3292     -41.8673       0.0000
    -32.3101     -40.6122       0.0000     -33.8172     -41.2455       0.0000     -30.8029     -39.9789       0.0000
    -27.8031     -38.6783       0.0000     -29.3006     -39.3340       0.0000     -26.3055     -38.0225       0.0000
    -23.3249     -36.6784       0.0000     -24.8128     -37.3558       0.0000     -21.8371     -36.0009       0.0000
    -18.8762     -34.6139       0.0000     -20.3542     -35.3127       0.0000     -17.3983     -33.9150       0.0000
    -14.4576     -32.4858       0.0000     -15.9254     -33.2057       0.0000     -12.9898     -31.7659       0.0000
    -10.0698     -30.2947       0.0000     -11.5272     -31.0355       0.0000      -8.6125     -29.5539       0.0000
     -5.7140     -28.0408       0.0000      -7.1604     -28.8027       0.0000      -4.2676     -27.2789       0.0000
     -1.3916     -25.7235       0.0000      -2.8269     -26.5062       0.0000       0.0437     -24.9409       0.0000
      2.8956     -23.3416       0.0000       1.4736     -24.1483       0.0000       4.3175     -22.5350       0.0000
      7.1459     -20.8946       0.0000       5.7315     -21.7143       0.0000       8.5603     -20.0749       0.0000
     11.3904     -18.4376       0.0000       9.9752     -19.2562       0.0000      12.8056     -17.6191       0.0000
     15.6350     -15.9806       0.0000      14.2213     -16.8007       0.0000      17.0487     -15.1605       0.0000
     19.8789     -13.5224       0.0000      18.4605     -14.3388       0.0000      21.2973     -12.7060       0.0000
     24.1332     -11.0823       0.0000      22.7222     -11.8950       0.0000      25.5443     -10.2696       0.0000
     28.4122      -8.6857       0.0000      26.9414      -9.4552       0.0000      29.8830      -7.9162       0.0000
     32.5222      -6.0411       0.0000      31.4274      -7.1918       0.0000      33.6170      -4.8905       0.0000
     34.7690      -1.7363       0.0000      34.2622      -3.3138       0.0000      35.2758      -0.1588       0.0000
     36.0074       3.0081       0.0000      35.6443       1.4194       0.0000      36.3705       4.5968       0.0000
     37.0807       7.7936       0.0000      36.7282       6.1958       0.0000      37.4332       9.3914       0.0000
     38.1308      12.5843       0.0000      37.7804      10.9879       0.0000      38.4811      14.1808       0.0000
     39.1914      17.3727       0.0000      38.8346      15.7772       0.0000      39.5481      18.9682       0.0000
     40.2721      22.1566       0.0000      39.9082      20.5629       0.0000      40.6360      23.7504       0.0000
     41.3752      26.9354       0.0000      41.0037      25.3433       0.0000      41.7467      28.5274       0.0000
     42.5007      31.7089       0.0000      42.1219      30.1186       0.0000      42.8795      33.2993       0.0000
     43.6475      36.4774       0.0000      43.2620      34.8887       0.0000      44.0331      38.0661       0.0000
     44.8144      41.2410       0.0000      44.4218      39.6540       0.0000      45.2070      42.8280       0.0000
     46.0000      46.0000       0.0000      45.6035      44.4140       0.0000      46.0000      46.0000       0.0000
