-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-19.582815 -40.639524 7.000000
-7.873136 33.835024 7.000000
-33.646708 -19.929035 7.000000
33.941487 -21.568693 7.000000
37.961683 -4.302397 7.000000
38.580887 35.720058 6.000000
35.074053 22.115987 6.000000
24.316280 -28.495848 6.000000
-31.859042 38.979332 6.000000
37.786865 6.296265 6.000000
-22.494023 -21.044125 5.000000
-4.355325 -33.836063 5.000000
-39.363374 9.742642 5.000000
19.565258 11.616372 5.000000
-32.948957 2.176969 5.000000
