-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
18.123418 36.708784 7.000000
-25.736597 36.104540 7.000000
29.314458 41.158601 7.000000
22.606904 14.748323 7.000000
37.366133 31.982264 7.000000
0.364185 -17.112977 6.000000
-4.308056 7.045501 6.000000
30.455119 -2.838454 6.000000
-2.542962 39.377368 6.000000
-26.401665 1.708078 6.000000
-29.604223 -10.573410 5.000000
-39.576741 37.081258 5.000000
12.570480 -16.976228 5.000000
2.708171 -4.062487 5.000000
10.871875 31.696218 5.000000
