-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-8.846576 6.113913 7.000000
-8.511733 14.398496 7.000000
16.588044 20.559246 7.000000
-18.081799 -30.938228 7.000000
8.998340 37.605790 7.000000
-27.357004 -4.812534 6.000000
12.910277 1.049977 6.000000
-16.056248 16.486071 6.000000
-39.455450 -17.324370 6.000000
-3.591640 37.098696 6.000000
17.774778 -12.551165 5.000000
24.896617 -0.288347 5.000000
-26.035659 13.997875 5.000000
40.635384 28.828568 5.000000
41.361147 15.049262 5.000000
