-27.600000 -27.600000 8.000000
-9.200000 -9.200000 8.000000
9.200000 9.200000 8.000000
27.600000 27.600000 8.000000
-18.166073 8.868171 7.000000
-42.166463 29.937382 7.000000
-8.254538 21.823521 7.000000
-22.057192 -11.695115 7.000000
21.596666 -19.109688 7.000000
-39.750960 -29.486073 6.000000
29.046622 -4.009700 6.000000
-33.614075 -6.350667 6.000000
17.363573 12.901049 6.000000
12.048707 25.636569 6.000000
3.166070 15.685607 5.000000
-15.988174 20.514598 5.000000
-34.996136 22.315705 5.000000
-2.155138 -14.320353 5.000000
-5.688439 -24.976720 5.000000
