30 9
    -46.0000     -46.0000       0.0000     -46.0000     -46.0000       0.0000     -45.9544     -44.4352       0.0000
    -45.6350     -41.3396       0.0000     -45.9087     -42.8704       0.0000     -45.3612     -39.8089       0.0000
    -44.3036     -36.8453       0.0000     -44.8594     -38.3123       0.0000     -43.7479     -35.3783       0.0000
    -42.4754     -32.5262       0.0000     -43.1384     -33.9409       0.0000     -41.8124     -31.1115       0.0000
    -40.3491     -28.3448       0.0000     -41.0959     -29.7194       0.0000     -39.6023     -26.9702       0.0000
    -38.0244     -24.2700       0.0000     -38.8251     -25.6132       0.0000     -37.2238     -22.9269       0.0000
    -35.5582     -20.2792       0.0000     -36.3996     -21.5975       0.0000     -34.7168     -18.9609       0.0000
    -32.9865     -16.3555       0.0000     -33.8583     -17.6537       0.0000     -32.1146     -15.0572       0.0000
    -30.3340     -12.4857       0.0000     -31.2295     -13.7679       0.0000     -29.4386     -11.2036       0.0000
    -27.6195      -8.6593       0.0000     -28.5330      -9.9286       0.0000     -26.7061      -7.3899       0.0000
    -24.8582      -4.8664       0.0000     -25.7849      -6.1261       0.0000     -23.9315      -3.6067       0.0000
    -22.0644      -1.0975       0.0000     -22.9993      -2.3511       0.0000     -21.1294       0.1562       0.0000
    -19.2545       2.6596       0.0000     -20.1917       1.4077       0.0000     -18.3172       3.9114       0.0000
    -16.4537       6.4234       0.0000     -17.3804       5.1636       0.0000     -15.5269       7.6832       0.0000
    -13.7114      10.2299       0.0000     -14.6102       8.9506       0.0000     -12.8126      11.5093       0.0000
    -10.9834      14.0466       0.0000     -11.9316      12.8004       0.0000     -10.0352      15.2928       0.0000
     -7.8639      17.5404       0.0000      -9.0198      16.4939       0.0000      -6.7080      18.5868       0.0000
     -4.0805      20.3040       0.0000      -5.4117      19.4785       0.0000      -2.7494      21.1296       0.0000
     -0.0025      22.6219       0.0000      -1.3834      21.8890       0.0000       1.3784      23.3548       0.0000
      4.1772      24.7525       0.0000       2.7743      24.0611       0.0000       5.5801      25.4439       0.0000
      8.4023      26.7917       0.0000       6.9900      26.1202       0.0000       9.8147      27.4633       0.0000
     12.6347      28.8159       0.0000      11.2294      28.1300       0.0000      14.0401      29.5019       0.0000
     16.8205      30.9345       0.0000      15.4362      30.2070       0.0000      18.2047      31.6620       0.0000
     20.9542      33.1533       0.0000      19.5773      32.4118       0.0000      22.3311      33.8948       0.0000
     25.0967      35.3555       0.0000      23.7124      34.6281       0.0000      26.4811      36.0830       0.0000
     29.2579      37.5224       0.0000      27.8684      36.8048       0.0000      30.6474      38.2400       0.0000
     33.4322      39.6640       0.0000      32.0391      38.9534       0.0000      34.8252      40.3746       0.0000
     37.6154      41.7880       0.0000      36.2198      41.0823       0.0000      39.0110      42.4937       0.0000
     41.8052      43.8990       0.0000      40.4076      43.1973       0.0000      43.2028      44.6007       0.0000
     46.0000      46.0000       0.0000      44.6014      45.3003       0.0000      46.0000      46.0000       0.0000
